MMMM_YY,Employee_ID,Age,Gender,City,Education_Level,Department,Income,Date_Of_Joining,LastWorkingDate,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Overtime_Flag
Aug-22,10133,31.0,1,AHM,0,Operations,73704.0,2019-11-28,,Associate Manager,B,31366,4.0,1
Sep-22,10133,31.0,1,AHM,0,Operations,73704.0,2019-11-28,,Associate Manager,B,76118,2.0,0
Oct-22,10133,31.0,1,AHM,0,Operations,,2019-11-28,,Associate Manager,B,45928,1.0,0
Nov-22,10133,31.0,1,AHM,0,Operations,73704.0,2019-11-28,,Associate Manager,B,23502,4.0,1
Dec-22,10133,31.0,1,AHM,0,Operations,73704.0,2019-11-28,,Associate Manager,B,10359,3.0,0
Jan-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,61548,2.0,0
Feb-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,83628,4.0,0
Mar-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,47976,4.0,0
Apr-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,39730,4.0,0
May-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,56224,4.0,0
Jun-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,62705,3.0,0
Jul-21,10134,51.0,1,PUN,1,Risk & Compliance,,2018-08-17,,Senior Analyst,C,16276,2.0,0
Aug-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,-28312,,0
Sep-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,59815,4.0,0
Oct-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,91404,2.0,0
Nov-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,54412,5.0,0
Dec-21,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,56052,3.0,0
Jan-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,46413,3.0,0
Feb-22,10134,51.0,1,PUN,1,Risk & Compliance,,2018-08-17,,Senior Analyst,C,77171,3.0,0
Mar-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,7997,5.0,0
Apr-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,14586,3.0,0
May-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,32367,4.0,0
Jun-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,69145,2.0,0
Jul-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,69907,4.0,1
Aug-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,62274,3.0,0
Sep-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,23774,4.0,0
Oct-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,36419,3.0,0
Nov-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,40148,2.0,1
Dec-22,10134,51.0,1,PUN,1,Risk & Compliance,53636.0,2018-08-17,,Senior Analyst,C,66998,4.0,0
Jan-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,54394,3.0,1
Feb-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,25982,3.0,1
Mar-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,55760,2.0,0
Apr-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,59605,3.0,1
May-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,38677,3.0,1
Jun-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,77203,5.0,0
Jul-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,43003,3.0,0
Aug-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,46075,2.0,0
Sep-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,-6413,3.0,0
Oct-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,30893,1.0,0
Nov-21,10135,37.0,1,HYD,2,HR & Admin,,2019-08-25,,Associate Manager,A,-34781,3.0,0
Dec-21,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,-35200,1.0,0
Jan-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,-40512,3.0,0
Feb-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,47020,2.0,0
Mar-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,-8637,2.0,0
Apr-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,76431,2.0,0
May-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,68572,3.0,0
Jun-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,30317,2.0,0
Jul-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,35080,4.0,0
Aug-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,54900,3.0,0
Sep-22,10135,37.0,1,HYD,2,HR & Admin,67068.0,2019-08-25,,Associate Manager,A,79142,4.0,1
Oct-22,10135,37.0,1,HYD,2,HR & Admin,73652.0,2019-08-25,,Associate Manager,A,14373,2.0,0
Nov-22,10135,37.0,1,HYD,2,HR & Admin,73652.0,2019-08-25,,Associate Manager,A,48069,,1
Dec-22,10135,,1,HYD,2,HR & Admin,73652.0,2019-08-25,,Associate Manager,A,-21874,2.0,0
Jan-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,166789,3.0,0
Feb-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,214111,2.0,0
Mar-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,159415,2.0,1
Apr-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,37362,4.0,0
May-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,188532,2.0,0
Jun-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,109710,4.0,0
Jul-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,177356,2.0,0
Aug-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,50120,4.0,0
Sep-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,133515,2.0,1
Oct-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,102055,3.0,0
Nov-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,77391,3.0,0
Dec-21,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,94565,1.0,0
Jan-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,103449,3.0,0
Feb-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,11061,2.0,0
Mar-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,173859,,1
Apr-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,191262,4.0,1
May-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,50777,2.0,1
Jun-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,158106,3.0,0
Jul-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,-11331,3.0,0
Aug-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,149233,3.0,0
Sep-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,128655,3.0,1
Oct-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,125091,3.0,0
Nov-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,138771,3.0,0
Dec-22,10136,35.0,1,PUN,0,Retail Banking,35706.0,2020-06-09,,Deputy Manager,B,103897,3.0,0
Jan-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,-22674,3.0,1
Feb-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,200563,3.0,0
Mar-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,81060,3.0,1
Apr-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,38028,3.0,0
May-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,140150,2.0,1
Jun-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,45296,3.0,0
Jul-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,83634,2.0,0
Aug-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,176615,2.0,0
Sep-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,118852,3.0,1
Oct-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,39021,2.0,0
Nov-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,-12933,4.0,1
Dec-21,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,115786,3.0,1
Jan-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,146112,2.0,0
Feb-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,99374,2.0,0
Mar-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,90032,3.0,0
Apr-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,232143,3.0,0
May-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,-17,2.0,1
Jun-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,80210,,0
Jul-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,127955,3.0,1
Aug-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,11106,1.0,1
Sep-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,128125,3.0,1
Oct-22,10137,,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,20571,2.0,1
Nov-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,196313,3.0,1
Dec-22,10137,23.0,0,MUM,2,Corporate Banking,27032.0,2018-11-20,,Analyst,A,69151,3.0,0
Jan-21,10138,47.0,0,HYD,1,Retail Banking,,2020-07-18,2022-06-19,Associate Manager,B,38033,3.0,0
Feb-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,124910,4.0,0
Mar-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,-24633,1.0,1
Apr-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,103446,2.0,1
May-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,153992,2.0,0
Jun-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,-9386,2.0,0
Jul-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,178868,2.0,0
Aug-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,224279,2.0,0
Sep-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,140325,3.0,0
Oct-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,115902,3.0,1
Nov-21,10138,47.0,0,HYD,1,Retail Banking,69722.0,2020-07-18,2022-06-19,Associate Manager,B,101863,2.0,0
Dec-21,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,63850,3.0,1
Jan-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,52608,2.0,0
Feb-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,151820,5.0,1
Mar-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,56549,3.0,0
Apr-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,113005,3.0,0
May-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,61402,3.0,0
Jun-22,10138,47.0,0,HYD,1,Retail Banking,75511.0,2020-07-18,2022-06-19,Associate Manager,B,94569,3.0,0
Jan-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,72023,2.0,0
Feb-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,66943,1.0,0
Mar-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,23610,3.0,0
Apr-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,43309,2.0,0
May-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,45414,3.0,0
Jun-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,102889,3.0,1
Jul-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,-1455,2.0,0
Aug-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,100499,3.0,0
Sep-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,17367,3.0,0
Oct-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,16444,3.0,0
Nov-21,10139,29.0,1,MUM,1,HR & Admin,,2018-01-07,,Analyst,A,9461,3.0,0
Dec-21,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,19869,2.0,1
Jan-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,39009,3.0,0
Feb-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,50670,3.0,0
Mar-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,68806,2.0,0
Apr-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,20344,3.0,1
May-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,64292,5.0,0
Jun-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,92456,3.0,0
Jul-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,45639,4.0,0
Aug-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,20359,3.0,0
Sep-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,-21848,3.0,0
Oct-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,66794,3.0,0
Nov-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,13677,3.0,0
Dec-22,10139,29.0,1,MUM,1,HR & Admin,61775.0,2018-01-07,,Analyst,A,33607,2.0,1
Jan-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,81523,2.0,1
Feb-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,39277,2.0,0
Mar-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,41003,4.0,1
Apr-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,45813,3.0,0
May-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,43145,3.0,0
Jun-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,3648,3.0,0
Jul-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,58897,2.0,0
Aug-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,94788,3.0,1
Sep-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,94384,2.0,1
Oct-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,89859,2.0,0
Nov-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,22596,3.0,0
Dec-21,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,48462,3.0,0
Jan-22,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,43301,3.0,1
Feb-22,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,91072,2.0,0
Mar-22,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,74792,3.0,0
Apr-22,10140,31.0,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,99999,2.0,0
May-22,10140,,1,DEL,1,HR & Admin,38763.0,2019-06-24,,Deputy Manager,B,31575,2.0,0
Jun-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,36651,4.0,0
Jul-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,76755,4.0,0
Aug-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,-4398,3.0,0
Sep-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,53048,3.0,0
Oct-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,97653,4.0,0
Nov-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,74035,2.0,0
Dec-22,10140,31.0,1,DEL,1,HR & Admin,40689.0,2019-06-24,,Deputy Manager,B,82202,3.0,0
Jan-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,-8849,3.0,0
Feb-21,10141,46.0,1,CHN,2,Operations,,2020-10-22,,Deputy Manager,A,6885,2.0,0
Mar-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,49600,2.0,1
Apr-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,52961,3.0,1
May-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,4033,3.0,1
Jun-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,32976,1.0,1
Jul-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,10461,2.0,1
Aug-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,15305,1.0,1
Sep-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,-21886,2.0,0
Oct-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,9287,4.0,0
Nov-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,30945,3.0,0
Dec-21,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,21269,3.0,1
Jan-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,35904,3.0,1
Feb-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,29759,2.0,0
Mar-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,39783,2.0,1
Apr-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,29412,1.0,0
May-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,30660,3.0,1
Jun-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,-19925,4.0,0
Jul-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,35913,2.0,0
Aug-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,-6513,3.0,1
Sep-22,10141,46.0,1,CHN,2,Operations,,2020-10-22,,Deputy Manager,A,311,2.0,1
Oct-22,10141,,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,28783,3.0,0
Nov-22,10141,46.0,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,47935,2.0,1
Dec-22,10141,,1,CHN,2,Operations,43274.0,2020-10-22,,Deputy Manager,A,7427,3.0,1
Jan-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,39944,3.0,0
Feb-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,29291,2.0,0
Mar-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,46551,3.0,0
Apr-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,84549,2.0,0
May-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,51126,3.0,1
Jun-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,26357,3.0,0
Jul-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,38987,3.0,0
Aug-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,67203,2.0,0
Sep-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,71744,4.0,0
Oct-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,34381,4.0,0
Nov-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,94704,2.0,0
Dec-21,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,96284,5.0,0
Jan-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,15360,3.0,0
Feb-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,-511,2.0,0
Mar-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,98170,3.0,0
Apr-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,59069,3.0,0
May-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,37877,4.0,0
Jun-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,109762,5.0,0
Jul-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,32673,3.0,0
Aug-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,39574,4.0,0
Sep-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,88437,2.0,0
Oct-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,54665,4.0,0
Nov-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,13114,2.0,0
Dec-22,10142,23.0,0,MUM,1,IT & Digital,75257.0,2019-01-01,,Senior Analyst,B,35003,3.0,0
Jan-21,10143,34.0,0,HYD,2,Operations,33590.0,2020-11-05,,Associate Manager,A,50439,2.0,0
Feb-21,10143,34.0,0,HYD,2,Operations,33590.0,2020-11-05,,Associate Manager,A,57562,3.0,0
Mar-21,10143,34.0,0,HYD,2,Operations,33590.0,2020-11-05,,Associate Manager,A,23136,1.0,1
Apr-21,10143,34.0,0,HYD,2,Operations,33590.0,2020-11-05,,Associate Manager,A,38961,3.0,1
May-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,38410,4.0,0
Jun-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,40800,4.0,0
Jul-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,23529,3.0,1
Aug-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,48218,2.0,0
Sep-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,44584,4.0,1
Oct-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,-1919,2.0,1
Nov-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,43632,1.0,0
Dec-21,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,42110,2.0,1
Jan-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,41418,2.0,1
Feb-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,-29944,2.0,0
Mar-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,70271,3.0,0
Apr-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,35478,3.0,1
May-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,19371,1.0,0
Jun-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,51006,2.0,1
Jul-22,10143,,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,45926,2.0,1
Aug-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,26456,2.0,1
Sep-22,10143,34.0,0,HYD,2,Operations,35730.0,2020-11-05,,Associate Manager,A,22176,3.0,0
